"","No","Yes","ID"
"1",0.974442148331965,0.025557851668035,1171
"2",0.873846732019776,0.126153267980224,1172
"3",0.238231137063793,0.761768862936207,1173
"4",0.997773547942009,0.00222645205799062,1174
"5",0.941283435213586,0.0587165647864138,1175
"6",0.985613064579013,0.0143869354209875,1176
"7",0.941591544666992,0.0584084553330082,1177
"8",0.986910077885782,0.0130899221142183,1178
"9",0.871506753684692,0.128493246315308,1179
"10",0.626579607641552,0.373420392358448,1180
"11",0.720806548451983,0.279193451548017,1181
"12",0.64975195817093,0.35024804182907,1182
"13",0.976097124078999,0.0239028759210014,1183
"14",0.996062118329368,0.0039378816706319,1184
"15",0.907470913862272,0.0925290861377275,1185
"16",0.984347126282459,0.0156528737175412,1186
"17",0.536341948410013,0.463658051589987,1187
"18",0.987326228570522,0.0126737714294782,1188
"19",0.965367274754764,0.0346327252452358,1189
"20",0.995888599783118,0.00411140021688213,1190
"21",0.376901653396612,0.623098346603388,1191
"22",0.990155169975287,0.00984483002471337,1192
"23",0.822171414794731,0.177828585205269,1193
"24",0.654258524014621,0.345741475985379,1194
"25",0.914911321554435,0.0850886784455648,1195
"26",0.973347652484833,0.0266523475151669,1196
"27",0.467011669026789,0.532988330973211,1197
"28",0.427028651032283,0.572971348967717,1198
"29",0.54158410847514,0.45841589152486,1199
"30",0.553044773429678,0.446955226570322,1200
"31",0.688316367842046,0.311683632157954,1201
"32",0.991761649440387,0.00823835055961295,1202
"33",0.988096741382584,0.0119032586174157,1203
"34",0.236381042907236,0.763618957092764,1204
"35",0.225682766812576,0.774317233187424,1205
"36",0.582943265057582,0.417056734942418,1206
"37",0.995340138897173,0.00465986110282672,1207
"38",0.944455141199803,0.0555448588001973,1208
"39",0.997988609197177,0.00201139080282311,1209
"40",0.989401372150224,0.0105986278497764,1210
"41",0.935548817523495,0.0644511824765052,1211
"42",0.541158395492436,0.458841604507564,1212
"43",0.99654297021859,0.00345702978141003,1213
"44",0.995820134202049,0.00417986579795138,1214
"45",0.409479103507651,0.590520896492349,1215
"46",0.998981817834516,0.00101818216548352,1216
"47",0.993300554355119,0.00669944564488149,1217
"48",0.75880556994329,0.24119443005671,1218
"49",0.58171084898011,0.41828915101989,1219
"50",0.735795145636092,0.264204854363908,1220
"51",0.999884173380251,0.00011582661974855,1221
"52",0.941756689652254,0.0582433103477459,1222
"53",0.828819690203715,0.171180309796285,1223
"54",0.987626497517812,0.0123735024821884,1224
"55",0.996620182519843,0.00337981748015719,1225
"56",0.999677180176257,0.000322819823743486,1226
"57",0.978358232325373,0.0216417676746269,1227
"58",0.784649773243089,0.21535022675691,1228
"59",0.92494051986583,0.0750594801341696,1229
"60",0.732969342021049,0.267030657978951,1230
"61",0.999981327651233,1.8672348767406e-05,1231
"62",0.847322901239394,0.152677098760606,1232
"63",0.119046407576441,0.880953592423559,1233
"64",0.998937155858599,0.00106284414140061,1234
"65",0.857759956968578,0.142240043031422,1235
"66",0.496534278623195,0.503465721376805,1236
"67",0.99924683287442,0.000753167125579638,1237
"68",0.775947046563988,0.224052953436012,1238
"69",0.744166203953199,0.255833796046801,1239
"70",0.817314378832953,0.182685621167047,1240
"71",0.469192973833876,0.530807026166124,1241
"72",0.998502101371467,0.00149789862853281,1242
"73",0.848198050375,0.151801949625,1243
"74",0.893654302565076,0.106345697434924,1244
"75",0.947043024138236,0.0529569758617639,1245
"76",0.453760660394636,0.546239339605364,1246
"77",0.942642242587069,0.0573577574129316,1247
"78",0.894099344655149,0.105900655344851,1248
"79",0.972690322550256,0.0273096774497441,1249
"80",0.87248676399507,0.12751323600493,1250
"81",0.906598397492277,0.0934016025077232,1251
"82",0.98329477421025,0.0167052257897503,1252
"83",0.819558145628064,0.180441854371936,1253
"84",0.988233134570105,0.0117668654298951,1254
"85",0.990537823513127,0.00946217648687255,1255
"86",0.980157549418433,0.0198424505815673,1256
"87",0.992382917744234,0.00761708225576589,1257
"88",0.99954438727393,0.000455612726069912,1258
"89",0.866686576424158,0.133313423575842,1259
"90",0.389512497180129,0.610487502819871,1260
"91",0.993212419476767,0.00678758052323309,1261
"92",0.993521916443397,0.00647808355660308,1262
"93",0.841744434726084,0.158255565273916,1263
"94",0.996029177927705,0.00397082207229459,1264
"95",0.850711796322561,0.149288203677439,1265
"96",0.939318491528667,0.0606815084713327,1266
"97",0.715845225290931,0.284154774709069,1267
"98",0.845517149189211,0.154482850810789,1268
"99",0.763117371687233,0.236882628312767,1269
"100",0.242008329480806,0.757991670519194,1270
"101",0.955027237223812,0.0449727627761884,1271
"102",0.9527487144979,0.0472512855021003,1272
"103",0.958740373032607,0.0412596269673935,1273
"104",0.998039211024804,0.00196078897519596,1274
"105",0.28182029652243,0.71817970347757,1275
"106",0.948562275588894,0.0514377244111058,1276
"107",0.84373990535949,0.15626009464051,1277
"108",0.926616547252674,0.073383452747326,1278
"109",0.624769109124957,0.375230890875043,1279
"110",0.992687726843099,0.00731227315690146,1280
"111",0.79852748750006,0.20147251249994,1281
"112",0.99897299825398,0.00102700174602008,1282
"113",0.75177354457276,0.24822645542724,1283
"114",0.849830865563277,0.150169134436723,1284
"115",0.987741055958342,0.0122589440416578,1285
"116",0.913516257643264,0.0864837423567359,1286
"117",0.964087140720922,0.0359128592790776,1287
"118",0.959109930889929,0.0408900691100711,1288
"119",0.536177078814989,0.463822921185011,1289
"120",0.999881712519203,0.000118287480797294,1290
"121",0.998717976765923,0.00128202323407722,1291
"122",0.990661081145526,0.00933891885447421,1292
"123",0.997072589522237,0.00292741047776348,1293
"124",0.945957125455417,0.0540428745445828,1294
"125",0.991129772038698,0.00887022796130156,1295
"126",0.993465649898995,0.00653435010100459,1296
"127",0.728276078305468,0.271723921694532,1297
"128",0.995810997065267,0.0041890029347333,1298
"129",0.992126668791091,0.00787333120890897,1299
"130",0.900397121572502,0.0996028784274985,1300
"131",0.927952258928805,0.0720477410711949,1301
"132",0.99933462553183,0.000665374468170512,1302
"133",0.986314400135477,0.0136855998645234,1303
"134",0.427368604159526,0.572631395840474,1304
"135",0.978879633190677,0.0211203668093226,1305
"136",0.925039485387043,0.0749605146129569,1306
"137",0.995030111220205,0.00496988877979447,1307
"138",0.629850653656508,0.370149346343492,1308
"139",0.353348779635314,0.646651220364686,1309
"140",0.28264996177565,0.71735003822435,1310
"141",0.993055682602105,0.0069443173978955,1311
"142",0.999535073649803,0.00046492635019673,1312
"143",0.925486941593074,0.0745130584069258,1313
"144",0.8022918011544,0.1977081988456,1314
"145",0.992896076662772,0.00710392333722794,1315
"146",0.961816704971505,0.0381832950284949,1316
"147",0.168307068003461,0.831692931996539,1317
"148",0.147038959119398,0.852961040880602,1318
"149",0.726965196957385,0.273034803042615,1319
"150",0.999936669139553,6.33308604465494e-05,1320
"151",0.679873870890058,0.320126129109942,1321
"152",0.968616946743612,0.0313830532563877,1322
"153",0.993746151315386,0.006253848684614,1323
"154",0.827449122013242,0.172550877986758,1324
"155",0.521626156498446,0.478373843501554,1325
"156",0.566629868572135,0.433370131427865,1326
"157",0.36003847432382,0.63996152567618,1327
"158",0.771703051777605,0.228296948222395,1328
"159",0.535658391013116,0.464341608986884,1329
"160",0.847779308576329,0.152220691423671,1330
"161",0.846717319210619,0.153282680789381,1331
"162",0.355205790130519,0.644794209869481,1332
"163",0.634579214196906,0.365420785803094,1333
"164",0.960290562308449,0.0397094376915508,1334
"165",0.963517219207981,0.0364827807920188,1335
"166",0.536874214368217,0.463125785631783,1336
"167",0.999757149929876,0.00024285007012394,1337
"168",0.843158965185846,0.156841034814154,1338
"169",0.994347526340002,0.00565247365999811,1339
"170",0.829622570780692,0.170377429219308,1340
"171",0.197458437124578,0.802541562875422,1341
"172",0.697870947316625,0.302129052683375,1342
"173",0.276119895385414,0.723880104614586,1343
"174",0.813141411195543,0.186858588804457,1344
"175",0.794960522612383,0.205039477387617,1345
"176",0.937777004978921,0.0622229950210787,1346
"177",0.895103906978426,0.104896093021574,1347
"178",0.676957125642199,0.323042874357801,1348
"179",0.998464454783617,0.00153554521638264,1349
"180",0.999524458685229,0.000475541314771505,1350
"181",0.127466330153272,0.872533669846728,1351
"182",0.934067570594568,0.0659324294054321,1352
"183",0.705229815633189,0.294770184366811,1353
"184",0.956819995826609,0.0431800041733911,1354
"185",0.999122124546453,0.000877875453546841,1355
"186",0.973252782428027,0.0267472175719728,1356
"187",0.984862718141013,0.0151372818589875,1357
"188",0.120396967960244,0.879603032039756,1358
"189",0.979333262327918,0.0206667376720819,1359
"190",0.963526606927481,0.0364733930725194,1360
"191",0.970605694587942,0.0293943054120574,1361
"192",0.977732748574435,0.0222672514255647,1362
"193",0.998147214383053,0.00185278561694703,1363
"194",0.891828278241123,0.108171721758877,1364
"195",0.775182829387044,0.224817170612956,1365
"196",0.685746777738541,0.314253222261459,1366
"197",0.773133447842071,0.226866552157929,1367
"198",0.626566343116654,0.373433656883346,1368
"199",0.999880343508894,0.000119656491105712,1369
"200",0.940262352189578,0.0597376478104224,1370
"201",0.999961167843494,3.88321565064568e-05,1371
"202",0.93613471441045,0.0638652855895497,1372
"203",0.890594824738891,0.109405175261109,1373
"204",0.842269014673458,0.157730985326542,1374
"205",0.978126226733311,0.0218737732666894,1375
"206",0.444614059698413,0.555385940301587,1376
"207",0.93258896914326,0.0674110308567403,1377
"208",0.934480563826515,0.0655194361734845,1378
"209",0.781661054665232,0.218338945334768,1379
"210",0.999566559578874,0.000433440421126576,1380
"211",0.530316707386336,0.469683292613664,1381
"212",0.988036470399653,0.0119635296003473,1382
"213",0.986705692383022,0.0132943076169785,1383
"214",0.850093776434976,0.149906223565024,1384
"215",0.87966889305067,0.12033110694933,1385
"216",0.975796566758176,0.0242034332418238,1386
"217",0.467517816108431,0.532482183891569,1387
"218",0.936294252033247,0.0637057479667528,1388
"219",0.543663770208646,0.456336229791354,1389
"220",0.972347166379748,0.027652833620252,1390
"221",0.974658905516712,0.0253410944832881,1391
"222",0.786560383045639,0.213439616954361,1392
"223",0.999994168847191,5.83115280940184e-06,1393
"224",0.999985002060079,1.49979399214288e-05,1394
"225",0.188689600412768,0.811310399587232,1395
"226",0.955670631228236,0.0443293687717644,1396
"227",0.938996901065264,0.0610030989347357,1397
"228",0.943955864253363,0.0560441357466365,1398
"229",0.445118762980521,0.554881237019479,1399
"230",0.996862657362573,0.00313734263742703,1400
"231",0.484732660222357,0.515267339777643,1401
"232",0.643872475639816,0.356127524360184,1402
"233",0.999893366733203,0.000106633266796832,1403
"234",0.269617067619817,0.730382932380183,1404
"235",0.953716450552435,0.0462835494475651,1405
"236",0.85193604706531,0.14806395293469,1406
"237",0.76856377807714,0.23143622192286,1407
"238",0.705641810969636,0.294358189030364,1408
"239",0.999981711695998,1.82883040019417e-05,1409
"240",0.998432497300554,0.00156750269944606,1410
"241",0.558207862998865,0.441792137001134,1411
"242",0.95144897073694,0.0485510292630604,1412
"243",0.999278573869296,0.000721426130703677,1413
"244",0.887695551684058,0.112304448315942,1414
"245",0.995989757346066,0.00401024265393433,1415
"246",0.907012653020274,0.0929873469797262,1416
"247",0.435926244463872,0.564073755536128,1417
"248",0.816538902283131,0.183461097716869,1418
"249",0.984872839525637,0.0151271604743626,1419
"250",0.766271550240886,0.233728449759114,1420
"251",0.123709294142531,0.876290705857469,1421
"252",0.999603731938859,0.000396268061140831,1422
"253",0.998326265359742,0.00167373464025755,1423
"254",0.83554667558654,0.16445332441346,1424
"255",0.999238679430901,0.000761320569099328,1425
"256",0.954407727069401,0.0455922729305985,1426
"257",0.89255216262593,0.10744783737407,1427
"258",0.902957043537635,0.0970429564623651,1428
"259",0.892515039694216,0.107484960305784,1429
"260",0.999592935306172,0.000407064693828275,1430
"261",0.999442154964881,0.000557845035118707,1431
"262",0.986113762155767,0.0138862378442335,1432
"263",0.984961753868423,0.0150382461315766,1433
"264",0.950570415066893,0.0494295849331069,1434
"265",0.686107241808964,0.313892758191036,1435
"266",0.81953871694011,0.18046128305989,1436
"267",0.950614687797852,0.0493853122021476,1437
"268",0.972664999410603,0.0273350005893969,1438
"269",0.197344384207969,0.802655615792031,1439
"270",0.981106504618001,0.0188934953819992,1440
"271",0.681400322961109,0.318599677038891,1441
"272",0.420326639343015,0.579673360656985,1442
"273",0.881397365969933,0.118602634030067,1443
"274",0.271759963192458,0.728240036807542,1444
"275",0.176071166639626,0.823928833360374,1445
"276",0.67522543031194,0.324774569688059,1446
"277",0.855956985950565,0.144043014049435,1447
"278",0.994634610423071,0.0053653895769293,1448
"279",0.214482830125614,0.785517169874387,1449
"280",0.521775681330004,0.478224318669996,1450
"281",0.519118532082487,0.480881467917514,1451
"282",0.905184603604464,0.0948153963955361,1452
"283",0.967422801401797,0.0325771985982031,1453
"284",0.956419038357128,0.0435809616428724,1454
"285",0.205381113108306,0.794618886891694,1455
"286",0.41936206444214,0.58063793555786,1456
"287",0.64928386434079,0.35071613565921,1457
"288",0.551489152638057,0.448510847361943,1458
"289",0.432330011313366,0.567669988686634,1459
"290",0.301575164091834,0.698424835908167,1460
"291",0.707371801562501,0.292628198437499,1461
"292",0.779937335770382,0.220062664229618,1462
"293",0.564525248700999,0.435474751299001,1463
"294",0.968909992770568,0.0310900072294318,1464
"295",0.34508628682229,0.65491371317771,1465
"296",0.991395038011813,0.00860496198818728,1466
"297",0.969904419787118,0.0300955802128816,1467
"298",0.0254689401100449,0.974531059889955,1468
"299",0.999631722277259,0.000368277722740639,1469
"300",0.967236844532566,0.0327631554674344,1470
